case_type,issue_type,support_segment,zendesk_tier,channel,sales_territory,billing_region,zendesk_tickets,fin_only_resolved,support_contacts
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Other,KSA,EEA,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Other,Mauritius,Mauritius,11,0,11
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Other,NORAM,APAC,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Other,NORAM,Mauritius,5,0,5
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Other,NORAM,NORAM,5,0,5
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Other,NORAM,UK,4,0,4
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Other,Singapore/ANZ,APAC,3,0,3
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Other,Singapore/ANZ,NORAM,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Other,Southern Europe,EEA,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Other,UAE,MENA,75,0,75
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Other,UK,APAC,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Other,UK,Mauritius,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Other,UK,UK,19,0,19
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Other,Unknown,APAC,11,0,11
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Other,Unknown,Crypto,4,0,4
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Other,Unknown,EEA,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Other,Unknown,MENA,14,0,14
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Other,Unknown,Mauritius,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Other,Unknown,NORAM,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Other,Unknown,UK,6,0,6
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Other,Unknown,WW,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Other,WW,EEA,3,0,3
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Other,WW,MENA,3,0,3
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Other,WW,WW,5,0,5
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,Central Europe,EEA,12,0,12
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,Central Europe,Mauritius,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,Crypto,APAC,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,Crypto,Crypto,9,0,9
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,EU,EEA,7,0,7
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,EU,UK,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,GCR,APAC,6,0,6
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,Issuing,Mauritius,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,Issuing,UK,4,0,4
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,Issuing,Unknown,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,KSA,EEA,3,0,3
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,KSA,MENA,5,0,5
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,Mauritius,Mauritius,9,0,9
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,NORAM,Mauritius,10,0,10
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,NORAM,NORAM,23,0,23
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,NORAM,UK,13,0,13
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,NORAM,Unknown,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,Singapore/ANZ,APAC,4,0,4
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,Singapore/ANZ,NORAM,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,Southern Europe,EEA,7,0,7
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,UAE,MENA,78,0,78
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,UAE,Mauritius,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,UAE,UK,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,UK,APAC,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,UK,Mauritius,9,0,9
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,UK,UK,35,0,35
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,Unknown,APAC,17,0,17
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,Unknown,Crypto,13,0,13
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,Unknown,EEA,20,0,20
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,Unknown,MENA,23,0,23
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,Unknown,Mauritius,6,0,6
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,Unknown,NORAM,9,0,9
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,Unknown,UK,4,0,4
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,Unknown,Unknown,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,WW,EEA,3,0,3
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,WW,MENA,4,0,4
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,WW,Mauritius,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,WW,UK,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Tier 4,Webform & API,WW,WW,16,0,16
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Unknown,Email (Internal),Mauritius,Mauritius,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Unknown,Email (Internal),Northern Europe,EEA,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Unknown,Email (Merchant),Crypto,Crypto,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Unknown,Email (Merchant),Northern Europe,EEA,3,0,3
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Unknown,Fin (Dashboard),UK,UK,0,1,1
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Unknown,Other,Unknown,Unknown,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Unknown,Webform & API,UK,UK,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Account changes,Standard,Unknown,Webform & API,Unknown,Unknown,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Account changes,Unmapped,Unknown,Email (Internal),Unknown,Unknown,119,0,119
ACCOUNT MANAGEMENT & ACCESS,Account changes,Unmapped,Unknown,Email (Merchant),Unknown,Unknown,256,0,256
ACCOUNT MANAGEMENT & ACCESS,Account changes,Unmapped,Unknown,Fin (Dashboard),Unknown,Unknown,9,24,33
ACCOUNT MANAGEMENT & ACCESS,Account changes,Unmapped,Unknown,Other,Unknown,Unknown,110,0,110
ACCOUNT MANAGEMENT & ACCESS,Account changes,Unmapped,Unknown,Webform & API,Unknown,Unknown,78,0,78
ACCOUNT MANAGEMENT & ACCESS,Account_changes,Standard,Tier 3,Webform & API,UK,UK,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Account_changes,Unmapped,Unknown,Email (Merchant),Unknown,Unknown,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Email (Internal),Central Europe,EEA,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Email (Internal),Crypto,Crypto,3,0,3
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Email (Internal),NORAM,Crypto,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Email (Internal),NORAM,UK,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Email (Internal),Singapore/ANZ,APAC,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Email (Internal),UAE,MENA,4,0,4
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Email (Internal),UK,UK,4,0,4
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Email (Merchant),Central Europe,EEA,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Email (Merchant),Crypto,Crypto,21,0,21
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Email (Merchant),Crypto,EEA,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Email (Merchant),GCR,APAC,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Email (Merchant),NORAM,Crypto,5,0,5
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Email (Merchant),NORAM,UK,9,0,9
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Email (Merchant),Northern Europe,EEA,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Email (Merchant),Singapore/ANZ,APAC,5,0,5
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Email (Merchant),Southern Europe,EEA,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Email (Merchant),UAE,MENA,46,0,46
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Email (Merchant),UK,APAC,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Email (Merchant),UK,Crypto,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Email (Merchant),UK,UK,24,0,24
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Email (Merchant),Unknown,Crypto,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Email (Merchant),Unknown,NORAM,6,0,6
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Email (Merchant),Unknown,UK,8,0,8
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Email (Merchant),WW,MENA,4,0,4
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Email (Merchant),WW,UK,5,0,5
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Fin (Dashboard),Crypto,Crypto,0,2,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Fin (Dashboard),GCR,APAC,0,2,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Fin (Dashboard),Northern Europe,EEA,0,1,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Fin (Dashboard),Southern Europe,EEA,0,2,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Fin (Dashboard),UK,UK,0,1,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Fin (Dashboard),Unknown,NORAM,0,3,3
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Fin (Dashboard),WW,MENA,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Fin (Dashboard),WW,UK,0,1,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Other,Crypto,Crypto,10,0,10
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Other,NORAM,Crypto,3,0,3
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Other,NORAM,NORAM,4,0,4
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Other,NORAM,UK,4,0,4
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Other,Singapore/ANZ,APAC,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Other,UAE,MENA,29,0,29
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Other,UK,APAC,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Other,UK,EEA,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Other,UK,UK,7,0,7
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Other,Unknown,Crypto,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Other,Unknown,NORAM,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Other,Unknown,UK,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Other,WW,MENA,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Webform & API,Crypto,Crypto,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Webform & API,Crypto,EEA,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Webform & API,GCR,APAC,3,0,3
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Webform & API,NORAM,Crypto,3,0,3
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Webform & API,NORAM,NORAM,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Webform & API,NORAM,UK,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Webform & API,Singapore/ANZ,APAC,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Webform & API,UAE,MENA,4,0,4
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Webform & API,UK,APAC,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Webform & API,UK,UK,6,0,6
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Webform & API,Unknown,Crypto,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Webform & API,Unknown,NORAM,3,0,3
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Webform & API,Unknown,UK,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Webform & API,WW,Mauritius,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 1,Webform & API,WW,UK,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Internal),Central Europe,EEA,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Internal),Crypto,Crypto,3,0,3
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Internal),EU,EEA,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Internal),GCR,APAC,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Internal),NORAM,Crypto,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Internal),NORAM,Israel,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Internal),NORAM,NORAM,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Internal),NORAM,UK,4,0,4
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Internal),Singapore/ANZ,APAC,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Internal),Southern Europe,EEA,3,0,3
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Internal),UAE,MENA,10,0,10
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Internal),UK,EEA,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Internal),UK,UK,6,0,6
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Internal),Unknown,NORAM,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Internal),WW,EEA,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Merchant),Central Europe,EEA,9,0,9
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Merchant),Crypto,APAC,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Merchant),Crypto,Crypto,16,0,16
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Merchant),EU,EEA,4,0,4
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Merchant),GCR,APAC,10,0,10
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Merchant),KSA,EEA,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Merchant),NORAM,Crypto,4,0,4
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Merchant),NORAM,EEA,4,0,4
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Merchant),NORAM,NORAM,3,0,3
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Merchant),NORAM,UK,9,0,9
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Merchant),SAT,SAT,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Merchant),Singapore/ANZ,APAC,3,0,3
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Merchant),Southern Europe,EEA,3,0,3
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Merchant),UAE,MENA,57,0,57
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Merchant),UK,EEA,7,0,7
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Merchant),UK,Issuing,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Merchant),UK,UK,26,0,26
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Merchant),Unknown,EEA,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Merchant),Unknown,MENA,5,0,5
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Merchant),Unknown,NORAM,17,0,17
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Merchant),Unknown,UK,3,0,3
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Merchant),WW,EEA,3,0,3
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Email (Merchant),WW,MENA,5,0,5
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Fin (Dashboard),Central Europe,EEA,0,2,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Fin (Dashboard),Crypto,Crypto,2,1,3
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Fin (Dashboard),GCR,APAC,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Fin (Dashboard),NORAM,Crypto,1,1,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Fin (Dashboard),NORAM,EEA,1,4,5
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Fin (Dashboard),NORAM,NORAM,0,1,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Fin (Dashboard),NORAM,UK,0,1,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Fin (Dashboard),NORAM,Unknown,0,1,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Fin (Dashboard),Northern Europe,EEA,0,3,3
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Fin (Dashboard),Southern Europe,EEA,0,1,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Fin (Dashboard),UAE,MENA,0,10,10
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Fin (Dashboard),UK,UK,1,1,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Fin (Dashboard),Unknown,NORAM,0,1,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Other,Central Europe,EEA,4,0,4
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Other,Crypto,Crypto,10,0,10
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Other,EU,EEA,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Other,GCR,APAC,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Other,Issuing,UK,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Other,KSA,MENA,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Other,NORAM,NORAM,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Other,NORAM,UK,6,0,6
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Other,Northern Europe,EEA,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Other,Singapore/ANZ,APAC,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Other,Southern Europe,EEA,5,0,5
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Other,UAE,MENA,37,0,37
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Other,UK,EEA,6,0,6
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Other,UK,UK,17,0,17
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Other,Unknown,EEA,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Other,Unknown,MENA,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Other,Unknown,NORAM,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Other,Unknown,UK,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Other,WW,EEA,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Other,WW,MENA,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Webform & API,Central Europe,EEA,3,0,3
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Webform & API,Crypto,APAC,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Webform & API,Crypto,Crypto,6,0,6
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Webform & API,EU,EEA,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Webform & API,GCR,APAC,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Webform & API,Issuing,UK,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Webform & API,NORAM,EEA,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Webform & API,NORAM,NORAM,5,0,5
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Webform & API,NORAM,UK,4,0,4
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Webform & API,UAE,MENA,10,0,10
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Webform & API,UK,EEA,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Webform & API,UK,UK,12,0,12
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Webform & API,Unknown,Crypto,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Webform & API,Unknown,EEA,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Webform & API,Unknown,NORAM,3,0,3
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Webform & API,WW,EEA,3,0,3
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 2,Webform & API,WW,UK,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 3,Email (Internal),Central Europe,EEA,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 3,Email (Internal),GCR,APAC,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 3,Email (Internal),Northern Europe,EEA,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Enterprise,Tier 3,Email (Internal),UAE,MENA,1,0,1
