case_type,issue_type,support_segment,zendesk_tier,channel,sales_territory,billing_region,zendesk_tickets,fin_only_resolved,support_contacts
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 1,Email (Merchant),Unknown,UK,1,0,1
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 1,Email (Merchant),WW,EEA,1,0,1
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 1,Fin (Dashboard),Unknown,NORAM,0,1,1
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 1,Fin (Dashboard),WW,UK,1,0,1
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 1,Webform & API,Crypto,EEA,4,0,4
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 1,Webform & API,UAE,MENA,1,0,1
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 1,Webform & API,UK,Crypto,1,0,1
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 1,Webform & API,UK,UK,3,0,3
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 1,Webform & API,Unknown,NORAM,1,0,1
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Email (Internal),Central Europe,EEA,2,0,2
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Email (Internal),Crypto,Crypto,1,0,1
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Email (Internal),EU,EEA,2,0,2
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Email (Internal),KSA,EEA,4,0,4
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Email (Internal),KSA,Unknown,2,0,2
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Email (Internal),NORAM,NORAM,3,0,3
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Email (Internal),NORAM,UK,1,0,1
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Email (Internal),Northern Europe,EEA,2,0,2
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Email (Internal),Singapore/ANZ,APAC,1,0,1
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Email (Internal),UAE,MENA,4,0,4
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Email (Internal),UK,EEA,1,0,1
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Email (Internal),UK,UK,6,0,6
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Email (Internal),Unknown,MENA,1,0,1
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Email (Internal),WW,MENA,1,0,1
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Email (Internal),WW,UK,1,0,1
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Email (Merchant),Crypto,Crypto,12,0,12
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Email (Merchant),GCR,APAC,1,0,1
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Email (Merchant),NORAM,UK,1,0,1
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Email (Merchant),Singapore/ANZ,APAC,1,0,1
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Email (Merchant),Southern Europe,EEA,1,0,1
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Email (Merchant),UAE,MENA,17,0,17
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Email (Merchant),UK,EEA,2,0,2
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Email (Merchant),UK,UK,7,0,7
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Email (Merchant),Unknown,MENA,1,0,1
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Email (Merchant),Unknown,NORAM,1,0,1
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Email (Merchant),WW,MENA,3,0,3
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Fin (Dashboard),GCR,APAC,0,1,1
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Fin (Dashboard),NORAM,Crypto,0,1,1
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Fin (Dashboard),UK,UK,1,1,2
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Other,Central Europe,EEA,1,0,1
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Other,NORAM,UK,2,0,2
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Other,UAE,MENA,2,0,2
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Other,UK,UK,8,0,8
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Other,Unknown,MENA,3,0,3
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Other,WW,EEA,2,0,2
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Webform & API,Crypto,Crypto,7,0,7
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Webform & API,Issuing,UK,1,0,1
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Webform & API,NORAM,UK,1,0,1
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Webform & API,Singapore/ANZ,APAC,2,0,2
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Webform & API,Southern Europe,EEA,1,0,1
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Webform & API,UAE,MENA,3,0,3
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Webform & API,UK,EEA,1,0,1
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Webform & API,UK,UK,6,0,6
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 2,Webform & API,WW,EEA,2,0,2
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 3,Email (Internal),Northern Europe,EEA,1,0,1
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 3,Email (Internal),UAE,MENA,1,0,1
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 3,Email (Internal),UK,UK,1,0,1
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 3,Email (Merchant),Singapore/ANZ,APAC,1,0,1
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 3,Email (Merchant),UAE,MENA,2,0,2
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 4,Email (Internal),UAE,MENA,1,0,1
PAYMENTS (IN),Authentication (3DS),Enterprise,Tier 4,Webform & API,UAE,MENA,1,0,1
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Email (Internal),Crypto,Crypto,3,0,3
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Email (Internal),GCR,APAC,6,0,6
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Email (Internal),NORAM,UK,1,0,1
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Email (Internal),UAE,MENA,5,0,5
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Email (Internal),UK,UK,3,0,3
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Email (Internal),WW,APAC,4,0,4
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Email (Internal),WW,EEA,3,0,3
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Email (Internal),WW,MENA,1,0,1
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Email (Internal),WW,UK,1,0,1
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Email (Merchant),Crypto,Crypto,1,0,1
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Email (Merchant),GCR,APAC,4,0,4
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Email (Merchant),NORAM,NORAM,1,0,1
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Email (Merchant),NORAM,UK,3,0,3
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Email (Merchant),UAE,MENA,12,0,12
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Email (Merchant),UK,Crypto,3,0,3
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Email (Merchant),UK,EEA,1,0,1
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Email (Merchant),UK,UK,2,0,2
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Email (Merchant),WW,APAC,3,0,3
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Email (Merchant),WW,EEA,1,0,1
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Email (Merchant),WW,UK,5,0,5
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Email (Merchant),WW,WW,1,0,1
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Fin (Dashboard),Crypto,Crypto,1,0,1
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Fin (Dashboard),NORAM,EEA,0,1,1
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Fin (Dashboard),NORAM,UK,0,1,1
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Fin (Dashboard),UAE,MENA,0,1,1
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Fin (Dashboard),UK,Crypto,0,2,2
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Fin (Dashboard),UK,UK,0,5,5
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Fin (Dashboard),Unknown,UK,0,1,1
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Fin (Dashboard),WW,EEA,0,1,1
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Fin (Dashboard),WW,UK,0,1,1
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Other,WW,EEA,1,0,1
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Webform & API,Crypto,Crypto,1,0,1
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Webform & API,NORAM,Israel,1,0,1
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Webform & API,UAE,MENA,5,0,5
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Webform & API,UK,EEA,3,0,3
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Webform & API,UK,UK,24,0,24
PAYMENTS (IN),Authentication (3DS),Premium,Tier 1,Webform & API,WW,EEA,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 2,Email (Internal),UK,UK,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 2,Email (Merchant),NORAM,UK,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 2,Email (Merchant),Unknown,APAC,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 2,Email (Merchant),WW,UK,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 2,Fin (Dashboard),Crypto,Crypto,0,3,3
PAYMENTS (IN),Authentication (3DS),Standard,Tier 2,Fin (Dashboard),UK,UK,0,1,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 2,Other,Crypto,Crypto,2,0,2
PAYMENTS (IN),Authentication (3DS),Standard,Tier 2,Other,GCR,Crypto,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 2,Webform & API,Crypto,Crypto,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 2,Webform & API,GCR,Crypto,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 2,Webform & API,UK,UK,2,0,2
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Email (Internal),Central Europe,EEA,3,0,3
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Email (Internal),Crypto,Crypto,3,0,3
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Email (Internal),GCR,APAC,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Email (Internal),NORAM,Israel,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Email (Internal),NORAM,NORAM,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Email (Internal),Northern Europe,EEA,4,0,4
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Email (Internal),Singapore/ANZ,APAC,2,0,2
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Email (Internal),Southern Europe,EEA,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Email (Internal),UAE,MENA,4,0,4
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Email (Internal),UK,EEA,2,0,2
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Email (Internal),UK,UK,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Email (Internal),Unknown,EEA,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Email (Internal),WW,MENA,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Email (Merchant),Crypto,Crypto,3,0,3
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Email (Merchant),GCR,APAC,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Email (Merchant),NORAM,MENA,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Email (Merchant),Southern Europe,EEA,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Email (Merchant),UAE,MENA,12,0,12
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Email (Merchant),UK,NORAM,2,0,2
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Email (Merchant),UK,UK,4,0,4
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Email (Merchant),Unknown,Crypto,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Email (Merchant),Unknown,MENA,2,0,2
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Email (Merchant),Unknown,UK,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Email (Merchant),WW,MENA,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Fin (Dashboard),Central Europe,EEA,0,1,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Fin (Dashboard),Crypto,Crypto,0,1,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Fin (Dashboard),GCR,APAC,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Fin (Dashboard),Northern Europe,EEA,0,2,2
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Fin (Dashboard),Southern Europe,EEA,0,1,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Fin (Dashboard),UAE,MENA,1,6,7
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Fin (Dashboard),UK,NORAM,0,2,2
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Fin (Dashboard),UK,UK,1,2,3
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Fin (Dashboard),Unknown,UK,0,1,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Fin (Dashboard),WW,MENA,0,1,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Other,Central Europe,EEA,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Other,Unknown,MENA,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Webform & API,Central Europe,EEA,4,0,4
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Webform & API,Crypto,Crypto,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Webform & API,EU,EEA,2,0,2
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Webform & API,GCR,APAC,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Webform & API,KSA,MENA,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Webform & API,NORAM,Israel,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Webform & API,NORAM,NORAM,2,0,2
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Webform & API,Southern Europe,Crypto,3,0,3
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Webform & API,Southern Europe,EEA,2,0,2
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Webform & API,UAE,MENA,9,0,9
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Webform & API,UK,NORAM,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Webform & API,UK,UK,6,0,6
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Webform & API,Ubble,EEA,2,0,2
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Webform & API,Unknown,Crypto,2,0,2
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Webform & API,WW,MENA,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Webform & API,WW,Mauritius,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 3,Webform & API,WW,WW,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Email (Internal),Central Europe,EEA,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Email (Internal),Central Europe,Mauritius,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Email (Internal),NORAM,Mauritius,2,0,2
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Email (Internal),Singapore/ANZ,APAC,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Email (Internal),UAE,MENA,3,0,3
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Email (Internal),UK,Mauritius,2,0,2
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Email (Internal),UK,UK,2,0,2
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Email (Internal),WW,Mauritius,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Email (Merchant),Crypto,Crypto,2,0,2
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Email (Merchant),Mauritius,Mauritius,2,0,2
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Email (Merchant),NORAM,NORAM,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Email (Merchant),UAE,MENA,8,0,8
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Email (Merchant),UK,UK,2,0,2
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Email (Merchant),Unknown,APAC,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Email (Merchant),WW,WW,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Fin (Dashboard),Crypto,Crypto,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Fin (Dashboard),Mauritius,Mauritius,0,1,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Fin (Dashboard),NORAM,NORAM,0,2,2
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Fin (Dashboard),UAE,MENA,0,4,4
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Fin (Dashboard),UAE,Mauritius,2,0,2
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Fin (Dashboard),UK,Mauritius,0,1,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Fin (Dashboard),UK,UK,1,2,3
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Fin (Dashboard),Unknown,APAC,0,1,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Fin (Dashboard),Unknown,Crypto,0,1,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Fin (Dashboard),Unknown,MENA,0,1,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Fin (Dashboard),Unknown,UK,0,2,2
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Fin (Dashboard),Unknown,Unknown,0,1,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Other,Central Europe,Mauritius,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Other,NORAM,Mauritius,2,0,2
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Other,UAE,MENA,10,0,10
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Other,UK,Mauritius,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Other,UK,UK,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Other,Unknown,UK,2,0,2
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Webform & API,Central Europe,EEA,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Webform & API,Central Europe,Mauritius,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Webform & API,Crypto,Crypto,2,0,2
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Webform & API,EU,EEA,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Webform & API,GCR,APAC,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Webform & API,Issuing,UK,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Webform & API,KSA,EEA,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Webform & API,Mauritius,Mauritius,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Webform & API,NORAM,Mauritius,4,0,4
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Webform & API,NORAM,NORAM,2,0,2
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Webform & API,NORAM,UK,3,0,3
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Webform & API,Southern Europe,EEA,2,0,2
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Webform & API,UAE,MENA,13,0,13
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Webform & API,UAE,Mauritius,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Webform & API,UK,Mauritius,4,0,4
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Webform & API,UK,UK,6,0,6
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Webform & API,Unknown,MENA,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Webform & API,Unknown,UK,3,0,3
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Webform & API,WW,EEA,2,0,2
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Webform & API,WW,MENA,1,0,1
PAYMENTS (IN),Authentication (3DS),Standard,Tier 4,Webform & API,WW,WW,4,0,4
PAYMENTS (IN),Authentication (3DS),Standard,Unknown,Webform & API,Unknown,NORAM,3,0,3
PAYMENTS (IN),Authentication (3DS),Unmapped,Unknown,Email (Internal),Unknown,Unknown,9,0,9
PAYMENTS (IN),Authentication (3DS),Unmapped,Unknown,Email (Merchant),Unknown,Unknown,7,0,7
PAYMENTS (IN),Authentication (3DS),Unmapped,Unknown,Fin (Dashboard),Unknown,Unknown,1,0,1
PAYMENTS (IN),Authentication (3DS),Unmapped,Unknown,Other,Unknown,Unknown,6,0,6
PAYMENTS (IN),Authentication (3DS),Unmapped,Unknown,Webform & API,Unknown,Unknown,6,0,6
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 1,Email (Internal),UK,Mauritius,1,0,1
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 1,Email (Internal),Unknown,UK,1,0,1
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 1,Email (Merchant),Crypto,Crypto,3,0,3
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 1,Email (Merchant),GCR,APAC,2,0,2
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 1,Email (Merchant),Mauritius,UK,1,0,1
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 1,Email (Merchant),NORAM,NORAM,2,0,2
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 1,Email (Merchant),Singapore/ANZ,APAC,1,0,1
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 1,Email (Merchant),UAE,MENA,7,0,7
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 1,Email (Merchant),UK,Mauritius,1,0,1
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 1,Email (Merchant),UK,UK,6,0,6
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 1,Email (Merchant),Unknown,NORAM,2,0,2
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 1,Email (Merchant),Unknown,UK,1,0,1
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 1,Email (Merchant),WW,EEA,1,0,1
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 1,Email (Merchant),WW,MENA,1,0,1
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 1,Fin (Dashboard),Crypto,Crypto,0,1,1
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 1,Fin (Dashboard),GCR,APAC,4,1,5
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 1,Fin (Dashboard),UAE,MENA,0,1,1
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 1,Fin (Dashboard),UK,EEA,1,0,1
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 1,Fin (Dashboard),Unknown,NORAM,1,1,2
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 1,Other,Singapore/ANZ,APAC,1,0,1
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 1,Webform & API,Crypto,Crypto,1,0,1
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 1,Webform & API,Crypto,EEA,2,0,2
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 1,Webform & API,GCR,APAC,7,0,7
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 1,Webform & API,NORAM,Crypto,3,0,3
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 1,Webform & API,NORAM,NORAM,4,0,4
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 1,Webform & API,UAE,MENA,4,0,4
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 1,Webform & API,Unknown,NORAM,2,0,2
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 1,Webform & API,WW,MENA,3,0,3
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 1,Webform & API,WW,UK,1,0,1
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 2,Email (Internal),Crypto,Crypto,1,0,1
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 2,Email (Internal),GCR,APAC,1,0,1
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 2,Email (Internal),NORAM,Israel,1,0,1
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 2,Email (Internal),Southern Europe,EEA,2,0,2
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 2,Email (Internal),UAE,MENA,2,0,2
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 2,Email (Internal),UK,UK,1,0,1
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 2,Email (Internal),Unknown,EEA,1,0,1
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 2,Email (Merchant),Central Europe,EEA,2,0,2
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 2,Email (Merchant),Crypto,Crypto,11,0,11
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 2,Email (Merchant),GCR,APAC,2,0,2
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 2,Email (Merchant),NORAM,NORAM,2,0,2
PAYMENTS (IN),Disputes/Chargebacks,Enterprise,Tier 2,Email (Merchant),NORAM,UK,1,0,1
