case_type,issue_type,support_segment,zendesk_tier,channel,sales_territory,billing_region,zendesk_tickets,fin_only_resolved,support_contacts
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Fin (Dashboard),WW,WW,1,2,3
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Other,Central Europe,EEA,4,0,4
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Other,Crypto,APAC,3,0,3
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Other,Crypto,Crypto,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Other,EU,UK,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Other,GCR,APAC,5,0,5
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Other,Issuing,Mauritius,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Other,Issuing,UK,6,0,6
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Other,KSA,EEA,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Other,KSA,MENA,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Other,Mauritius,Mauritius,9,0,9
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Other,NORAM,Mauritius,4,0,4
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Other,NORAM,NORAM,13,0,13
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Other,NORAM,UK,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Other,Singapore/ANZ,NORAM,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Other,Southern Europe,WW,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Other,UAE,MENA,109,0,109
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Other,UAE,Mauritius,4,0,4
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Other,UK,APAC,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Other,UK,MENA,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Other,UK,Mauritius,5,0,5
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Other,UK,UK,14,0,14
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Other,Unknown,APAC,5,0,5
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Other,Unknown,Crypto,3,0,3
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Other,Unknown,EEA,6,0,6
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Other,Unknown,MENA,11,0,11
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Other,Unknown,Mauritius,6,0,6
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Other,Unknown,NORAM,6,0,6
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Other,Unknown,UK,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Other,Unknown,Unknown,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Other,Unknown,WW,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Other,WW,EEA,4,0,4
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Other,WW,MENA,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Other,WW,Mauritius,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Other,WW,WW,7,0,7
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Webform & API,Central Europe,EEA,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Webform & API,Central Europe,Mauritius,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Webform & API,GCR,APAC,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Webform & API,Issuing,Mauritius,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Webform & API,NORAM,Mauritius,3,0,3
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Webform & API,NORAM,NORAM,8,0,8
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Webform & API,NORAM,UK,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Webform & API,Singapore/ANZ,APAC,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Webform & API,UAE,MENA,11,0,11
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Webform & API,UAE,Mauritius,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Webform & API,UK,Mauritius,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Webform & API,UK,UK,4,0,4
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Webform & API,Unknown,EEA,4,0,4
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Webform & API,Unknown,MENA,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Webform & API,Unknown,Mauritius,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Webform & API,Unknown,UK,6,0,6
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Webform & API,WW,MENA,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Webform & API,WW,Mauritius,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Webform & API,WW,UK,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Tier 4,Webform & API,WW,WW,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Unknown,Email (Merchant),Unknown,Unknown,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Unknown,Fin (Dashboard),UK,UK,0,1,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Unknown,Other,Mauritius,Mauritius,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Unknown,Other,Northern Europe,EEA,1,0,1
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Standard,Unknown,Other,Unknown,Unknown,2,0,2
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Unmapped,Unknown,Email (Internal),Unknown,Unknown,31,0,31
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Unmapped,Unknown,Email (Merchant),Unknown,Unknown,78,0,78
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Unmapped,Unknown,Fin (Dashboard),Unknown,Unknown,3,21,24
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Unmapped,Unknown,Other,Unknown,Unknown,321,0,321
ACCOUNT MANAGEMENT & ACCESS,Login & Access,Unmapped,Unknown,Webform & API,Unknown,Unknown,10,0,10
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 1,Email (Internal),NORAM,UK,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 1,Email (Internal),UAE,MENA,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 1,Email (Internal),UK,UK,2,0,2
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 1,Email (Internal),WW,MENA,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 1,Email (Internal),WW,Mauritius,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 1,Email (Merchant),Crypto,Crypto,3,0,3
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 1,Email (Merchant),GCR,APAC,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 1,Email (Merchant),NORAM,NORAM,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 1,Email (Merchant),UAE,MENA,2,0,2
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 1,Email (Merchant),UK,UK,3,0,3
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 1,Email (Merchant),WW,MENA,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 1,Fin (Dashboard),Crypto,Crypto,0,1,1
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 1,Fin (Dashboard),NORAM,UK,0,1,1
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 1,Fin (Dashboard),Unknown,NORAM,0,1,1
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 1,Other,Crypto,EEA,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 1,Other,UK,UK,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 1,Webform & API,Southern Europe,EEA,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 2,Email (Internal),Central Europe,EEA,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 2,Email (Internal),Crypto,Crypto,2,0,2
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 2,Email (Internal),Southern Europe,EEA,2,0,2
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 2,Email (Internal),UAE,MENA,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 2,Email (Internal),UK,EEA,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 2,Email (Merchant),Central Europe,EEA,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 2,Email (Merchant),Crypto,Crypto,2,0,2
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 2,Email (Merchant),KSA,EEA,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 2,Email (Merchant),NORAM,EEA,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 2,Email (Merchant),NORAM,NORAM,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 2,Email (Merchant),NORAM,UK,2,0,2
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 2,Email (Merchant),UAE,MENA,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 2,Fin (Dashboard),Central Europe,EEA,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 2,Other,UK,EEA,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 2,Other,Unknown,UK,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 2,Other,WW,EEA,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 2,Webform & API,WW,EEA,3,0,3
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 3,Email (Internal),UAE,MENA,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 3,Email (Internal),WW,Israel,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 3,Email (Merchant),UAE,MENA,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 3,Email (Merchant),UK,NORAM,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 3,Fin (Dashboard),UAE,MENA,0,1,1
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 4,Email (Merchant),UAE,MENA,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 4,Email (Merchant),UK,UK,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 4,Fin (Dashboard),UAE,MENA,0,1,1
COMPLIANCE & AUDIT,Compliance Evidence,Enterprise,Tier 4,Fin (Dashboard),UK,UK,0,1,1
COMPLIANCE & AUDIT,Compliance Evidence,Premium,Tier 1,Email (Internal),GCR,APAC,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Premium,Tier 1,Email (Internal),NORAM,UK,3,0,3
COMPLIANCE & AUDIT,Compliance Evidence,Premium,Tier 1,Email (Internal),Southern Europe,EEA,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Premium,Tier 1,Email (Internal),WW,UK,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Premium,Tier 1,Email (Merchant),Crypto,Crypto,5,0,5
COMPLIANCE & AUDIT,Compliance Evidence,Premium,Tier 1,Email (Merchant),NORAM,UK,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Premium,Tier 1,Email (Merchant),UAE,MENA,3,0,3
COMPLIANCE & AUDIT,Compliance Evidence,Premium,Tier 1,Email (Merchant),UK,UK,3,0,3
COMPLIANCE & AUDIT,Compliance Evidence,Premium,Tier 1,Email (Merchant),WW,EEA,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Premium,Tier 1,Email (Merchant),WW,UK,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Premium,Tier 1,Other,Crypto,Crypto,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Premium,Tier 1,Other,GCR,APAC,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Premium,Tier 1,Other,NORAM,UK,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Premium,Tier 1,Webform & API,UK,EEA,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 2,Email (Merchant),Crypto,Crypto,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 3,Email (Internal),GCR,APAC,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 3,Email (Internal),NORAM,NORAM,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 3,Email (Internal),Southern Europe,EEA,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 3,Email (Internal),UAE,MENA,3,0,3
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 3,Email (Internal),WW,Crypto,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 3,Email (Merchant),GCR,APAC,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 3,Email (Merchant),KSA,EEA,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 3,Email (Merchant),NORAM,NORAM,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 3,Email (Merchant),UAE,MENA,4,0,4
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 3,Email (Merchant),UAE,Mauritius,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 3,Email (Merchant),UK,UK,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 3,Email (Merchant),Unknown,NORAM,2,0,2
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 3,Email (Merchant),Unknown,UK,2,0,2
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 3,Fin (Dashboard),GCR,APAC,0,1,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 3,Fin (Dashboard),NORAM,NORAM,0,1,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 3,Fin (Dashboard),UAE,MENA,0,2,2
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 3,Fin (Dashboard),UK,UK,0,1,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 3,Fin (Dashboard),Unknown,UK,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 3,Other,Crypto,Crypto,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 3,Other,Northern Europe,EEA,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 3,Webform & API,KSA,MENA,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 3,Webform & API,UAE,MENA,3,0,3
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 3,Webform & API,UK,UK,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 3,Webform & API,Unknown,UK,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Email (Internal),Singapore/ANZ,APAC,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Email (Internal),UAE,MENA,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Email (Internal),UK,Mauritius,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Email (Merchant),Crypto,Crypto,2,0,2
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Email (Merchant),GCR,APAC,3,0,3
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Email (Merchant),NORAM,Mauritius,3,0,3
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Email (Merchant),NORAM,NORAM,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Email (Merchant),Singapore/ANZ,APAC,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Email (Merchant),UAE,MENA,2,0,2
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Email (Merchant),UAE,Mauritius,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Email (Merchant),UAE,UK,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Email (Merchant),UAE,WW,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Email (Merchant),UK,APAC,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Email (Merchant),UK,Crypto,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Email (Merchant),UK,UK,5,0,5
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Email (Merchant),Unknown,APAC,5,0,5
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Email (Merchant),Unknown,EEA,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Email (Merchant),Unknown,NORAM,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Fin (Dashboard),Central Europe,EEA,0,1,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Fin (Dashboard),KSA,EEA,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Fin (Dashboard),NORAM,NORAM,0,1,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Fin (Dashboard),UAE,Mauritius,0,1,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Fin (Dashboard),UAE,WW,0,1,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Fin (Dashboard),Unknown,EEA,0,1,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Other,Crypto,APAC,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Other,Crypto,Crypto,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Other,EU,EEA,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Other,Issuing,UK,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Other,NORAM,Mauritius,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Other,UAE,MENA,3,0,3
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Other,UAE,UK,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Other,UAE,WW,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Other,UK,UK,3,0,3
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Other,Unknown,APAC,2,0,2
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Other,Unknown,UK,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Webform & API,Central Europe,EEA,2,0,2
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Webform & API,EU,EEA,2,0,2
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Webform & API,GCR,APAC,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Webform & API,NORAM,Mauritius,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Webform & API,NORAM,UK,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Webform & API,Singapore/ANZ,APAC,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Webform & API,UAE,MENA,3,0,3
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Webform & API,UK,Crypto,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Webform & API,UK,UK,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Webform & API,Unknown,APAC,2,0,2
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Webform & API,Unknown,EEA,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Standard,Tier 4,Webform & API,Unknown,MENA,1,0,1
COMPLIANCE & AUDIT,Compliance Evidence,Unmapped,Unknown,Email (Internal),Unknown,Unknown,8,0,8
COMPLIANCE & AUDIT,Compliance Evidence,Unmapped,Unknown,Email (Merchant),Unknown,Unknown,29,0,29
COMPLIANCE & AUDIT,Compliance Evidence,Unmapped,Unknown,Other,Unknown,Unknown,16,0,16
COMPLIANCE & AUDIT,Compliance Evidence,Unmapped,Unknown,Webform & API,Unknown,Unknown,1,0,1
COMPLIANCE & AUDIT,Other Compliance,Enterprise,Tier 1,Email (Merchant),UK,UK,1,0,1
COMPLIANCE & AUDIT,Other Compliance,Enterprise,Tier 2,Email (Internal),NORAM,UK,1,0,1
COMPLIANCE & AUDIT,Other Compliance,Enterprise,Tier 2,Email (Internal),Southern Europe,EEA,1,0,1
COMPLIANCE & AUDIT,Other Compliance,Enterprise,Tier 2,Email (Internal),Unknown,EEA,1,0,1
COMPLIANCE & AUDIT,Other Compliance,Enterprise,Tier 2,Fin (Dashboard),NORAM,NORAM,0,1,1
COMPLIANCE & AUDIT,Other Compliance,Enterprise,Tier 2,Fin (Dashboard),UAE,MENA,0,1,1
COMPLIANCE & AUDIT,Other Compliance,Enterprise,Tier 2,Webform & API,UK,UK,1,0,1
COMPLIANCE & AUDIT,Other Compliance,Enterprise,Tier 3,Fin (Dashboard),UK,NORAM,0,1,1
COMPLIANCE & AUDIT,Other Compliance,Enterprise,Unknown,Email (Merchant),Northern Europe,EEA,1,0,1
COMPLIANCE & AUDIT,Other Compliance,Enterprise,Unknown,Webform & API,Northern Europe,EEA,1,0,1
COMPLIANCE & AUDIT,Other Compliance,Standard,Tier 2,Email (Internal),UK,UK,1,0,1
COMPLIANCE & AUDIT,Other Compliance,Standard,Tier 3,Email (Internal),GCR,APAC,1,0,1
COMPLIANCE & AUDIT,Other Compliance,Standard,Tier 3,Email (Internal),Southern Europe,EEA,1,0,1
COMPLIANCE & AUDIT,Other Compliance,Standard,Tier 3,Email (Internal),UAE,Unknown,1,0,1
COMPLIANCE & AUDIT,Other Compliance,Standard,Tier 3,Email (Internal),Unknown,EEA,1,0,1
COMPLIANCE & AUDIT,Other Compliance,Standard,Tier 3,Email (Merchant),KSA,EEA,1,0,1
COMPLIANCE & AUDIT,Other Compliance,Standard,Tier 3,Email (Merchant),UK,UK,1,0,1
COMPLIANCE & AUDIT,Other Compliance,Standard,Tier 3,Fin (Dashboard),Unknown,UK,0,1,1
COMPLIANCE & AUDIT,Other Compliance,Standard,Tier 4,Email (Merchant),UK,Crypto,1,0,1
COMPLIANCE & AUDIT,Other Compliance,Standard,Tier 4,Email (Merchant),UK,UK,1,0,1
COMPLIANCE & AUDIT,Other Compliance,Standard,Tier 4,Email (Merchant),Unknown,EEA,2,0,2
COMPLIANCE & AUDIT,Other Compliance,Standard,Tier 4,Email (Merchant),Unknown,UK,1,0,1
COMPLIANCE & AUDIT,Other Compliance,Standard,Tier 4,Email (Merchant),WW,WW,1,0,1
COMPLIANCE & AUDIT,Other Compliance,Standard,Tier 4,Fin (Dashboard),Southern Europe,EEA,0,1,1
COMPLIANCE & AUDIT,Other Compliance,Standard,Tier 4,Fin (Dashboard),Unknown,EEA,0,1,1
COMPLIANCE & AUDIT,Other Compliance,Standard,Tier 4,Other,UK,UK,2,0,2
COMPLIANCE & AUDIT,Other Compliance,Standard,Tier 4,Other,WW,WW,1,0,1
COMPLIANCE & AUDIT,Other Compliance,Standard,Tier 4,Webform & API,Mauritius,Mauritius,1,0,1
COMPLIANCE & AUDIT,Other Compliance,Standard,Tier 4,Webform & API,NORAM,NORAM,1,0,1
COMPLIANCE & AUDIT,Other Compliance,Standard,Tier 4,Webform & API,Southern Europe,EEA,1,0,1
COMPLIANCE & AUDIT,Other Compliance,Standard,Tier 4,Webform & API,UK,UK,1,0,1
COMPLIANCE & AUDIT,Other Compliance,Standard,Tier 4,Webform & API,Unknown,EEA,2,0,2
COMPLIANCE & AUDIT,Other Compliance,Standard,Tier 4,Webform & API,Unknown,UK,1,0,1
COMPLIANCE & AUDIT,Other Compliance,Unmapped,Unknown,Email (Internal),Unknown,Unknown,1,0,1
COMPLIANCE & AUDIT,Other Compliance,Unmapped,Unknown,Email (Merchant),Unknown,Unknown,7,0,7
DATA AND ANALYTICS,Reporting,Enterprise,Tier 1,Email (Internal),Crypto,Crypto,6,0,6
DATA AND ANALYTICS,Reporting,Enterprise,Tier 1,Email (Internal),EU,EEA,1,0,1
DATA AND ANALYTICS,Reporting,Enterprise,Tier 1,Email (Internal),NORAM,UK,1,0,1
DATA AND ANALYTICS,Reporting,Enterprise,Tier 1,Email (Internal),Southern Europe,EEA,1,0,1
DATA AND ANALYTICS,Reporting,Enterprise,Tier 1,Email (Internal),UAE,MENA,7,0,7
DATA AND ANALYTICS,Reporting,Enterprise,Tier 1,Email (Internal),UK,Crypto,1,0,1
DATA AND ANALYTICS,Reporting,Enterprise,Tier 1,Email (Internal),UK,UK,2,0,2
DATA AND ANALYTICS,Reporting,Enterprise,Tier 1,Email (Internal),Unknown,UK,1,0,1
DATA AND ANALYTICS,Reporting,Enterprise,Tier 1,Email (Merchant),Crypto,Crypto,9,0,9
DATA AND ANALYTICS,Reporting,Enterprise,Tier 1,Email (Merchant),Crypto,EEA,1,0,1
DATA AND ANALYTICS,Reporting,Enterprise,Tier 1,Email (Merchant),GCR,APAC,1,0,1
DATA AND ANALYTICS,Reporting,Enterprise,Tier 1,Email (Merchant),NORAM,UK,1,0,1
DATA AND ANALYTICS,Reporting,Enterprise,Tier 1,Email (Merchant),UAE,MENA,7,0,7
DATA AND ANALYTICS,Reporting,Enterprise,Tier 1,Email (Merchant),UK,APAC,1,0,1
DATA AND ANALYTICS,Reporting,Enterprise,Tier 1,Email (Merchant),UK,Crypto,2,0,2
